"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 11, 2022","1,501.71","1,506.79","1,508.54","1,499.06","636.28K","-0.34%"
"Feb 10, 2022","1,506.79","1,510.66","1,512.88","1,495.70","680.25K","0.09%"
"Feb 09, 2022","1,505.38","1,500.99","1,511.72","1,499.53","794.74K","0.29%"
"Feb 08, 2022","1,500.99","1,497.66","1,503.33","1,491.78","734.76K","0.22%"
"Feb 07, 2022","1,497.66","1,478.96","1,505.69","1,478.96","578.17K","1.26%"
"Jan 28, 2022","1,478.96","1,470.76","1,484.48","1,465.22","702.68K","0.56%"
"Jan 27, 2022","1,470.76","1,481.58","1,486.39","1,464.06","564.60K","-0.73%"
"Jan 26, 2022","1,481.58","1,479.58","1,490.45","1,478.41","813.18K","0.14%"
"Jan 25, 2022","1,479.58","1,439.71","1,479.58","1,424.36","751.39K","2.77%"
"Jan 24, 2022","1,439.71","1,472.89","1,472.89","1,432.18","828.13K","-2.25%"
"Jan 21, 2022","1,472.89","1,465.30","1,477.23","1,463.06","811.35K","0.52%"
"Jan 20, 2022","1,465.30","1,442.79","1,469.08","1,432.58","785.76K","1.56%"
"Jan 19, 2022","1,442.79","1,438.94","1,449.11","1,434.46","637.63K","0.27%"
"Jan 18, 2022","1,438.94","1,452.84","1,452.84","1,424.65","739.29K","-0.96%"
"Jan 17, 2022","1,452.84","1,496.02","1,503.86","1,452.84","987.10K","-2.89%"
"Jan 14, 2022","1,496.02","1,496.05","1,503.25","1,476.68","785.61K","-0.00%"
"Jan 13, 2022","1,496.05","1,510.51","1,522.60","1,495.13","995.82K","-0.96%"
"Jan 12, 2022","1,510.51","1,489.11","1,510.51","1,464.49","1.13M","1.22%"
"Jan 11, 2022","1,492.31","1,503.71","1,512.05","1,488.40","1.25M","-0.76%"
"Jan 10, 2022","1,503.71","1,528.48","1,536.45","1,503.71","1.38M","-1.62%"
"Jan 07, 2022","1,528.48","1,534.10","1,534.52","1,524.96","1.03M","-0.01%"
"Jan 06, 2022","1,528.57","1,522.50","1,536.24","1,518.18","1.13M","0.40%"
"Jan 05, 2022","1,522.50","1,525.58","1,535.82","1,522.50","1.06M","-0.20%"
"Jan 04, 2022","1,525.58","1,508.55","1,526.69","1,507.19","891.30K","1.82%"
"Dec 31, 2021","1,498.28","1,485.97","1,499.07","1,485.97","875.73K","0.83%"
"Dec 30, 2021","1,485.97","1,490.96","1,493.38","1,484.82","747.86K","0.01%"
"Dec 29, 2021","1,485.82","1,494.39","1,498.91","1,485.82","843.88K","-0.57%"
"Dec 28, 2021","1,494.39","1,488.88","1,499.77","1,483.97","1.00M","0.37%"
"Dec 27, 2021","1,488.88","1,477.03","1,490.12","1,469.91","752.11K","0.80%"
"Dec 24, 2021","1,477.03","1,456.96","1,478.80","1,456.32","889.48K","1.38%"
"Dec 23, 2021","1,456.96","1,477.67","1,481.21","1,447.14","1.36M","-1.40%"
"Dec 22, 2021","1,477.67","1,478.74","1,489.24","1,471.84","1.07M","-0.07%"
"Dec 21, 2021","1,478.74","1,477.33","1,486.09","1,472.43","902.84K","0.10%"
"Dec 20, 2021","1,477.33","1,479.79","1,483.85","1,468.88","963.35K","-0.17%"
"Dec 17, 2021","1,479.79","1,476.61","1,487.73","1,476.61","1.11M","0.22%"
"Dec 16, 2021","1,476.61","1,475.50","1,482.32","1,468.95","927.54K","0.08%"
"Dec 15, 2021","1,475.50","1,476.02","1,481.67","1,468.21","906.08K","-0.04%"
"Dec 14, 2021","1,476.02","1,476.21","1,485.14","1,469.21","964.11K","-0.01%"
"Dec 13, 2021","1,476.21","1,463.54","1,481.70","1,463.54","865.58K","0.87%"
"Dec 10, 2021","1,463.54","1,467.98","1,475.85","1,461.78","798.29K","-0.30%"
"Dec 09, 2021","1,467.98","1,452.87","1,467.98","1,446.88","665.46K","1.04%"
"Dec 08, 2021","1,452.87","1,446.77","1,460.28","1,446.77","771.03K","0.42%"
"Dec 07, 2021","1,446.77","1,413.58","1,446.77","1,413.58","755.91K","2.35%"
"Dec 06, 2021","1,413.58","1,443.32","1,452.55","1,400.87","1.04M","-2.06%"
"Dec 03, 2021","1,443.32","1,482.05","1,491.20","1,443.32","1.10M","-2.61%"
"Dec 02, 2021","1,482.05","1,485.19","1,493.84","1,482.05","763.96K","-0.21%"
"Dec 01, 2021","1,485.19","1,478.44","1,487.68","1,471.30","876.73K","0.46%"
"Nov 30, 2021","1,478.44","1,484.84","1,503.09","1,471.57","1.08M","-0.43%"
"Nov 29, 2021","1,484.84","1,493.03","1,493.03","1,464.83","1.01M","-0.55%"
"Nov 26, 2021","1,493.03","1,500.81","1,511.68","1,488.83","1.06M","-0.52%"
"Nov 25, 2021","1,500.81","1,488.87","1,505.36","1,488.87","1.01M","0.80%"
"Nov 24, 2021","1,488.87","1,463.63","1,491.05","1,463.63","1.12M","1.72%"
"Nov 23, 2021","1,463.63","1,447.25","1,463.63","1,438.41","880.07K","1.13%"
"Nov 22, 2021","1,447.25","1,452.35","1,466.46","1,442.85","1.27M","-0.35%"
"Nov 19, 2021","1,452.35","1,469.83","1,481.53","1,434.69","1.52M","-1.19%"
