"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 25, 2022","28,100.0","32,100.0","32,100.0","27,950.0","16.20M","-6.33%"
"Apr 22, 2022","30,000.0","30,300.0","30,800.0","29,800.0","11.45M","0.00%"
"Apr 21, 2022","30,000.0","29,500.0","30,550.0","29,100.0","12.60M","1.69%"
"Apr 20, 2022","29,500.0","29,400.0","30,050.0","29,150.0","13.04M","0.68%"
"Apr 19, 2022","29,300.0","30,500.0","30,850.0","29,300.0","12.75M","-3.30%"
"Apr 18, 2022","30,300.0","31,300.0","31,300.0","30,150.0","17.89M","-3.50%"
"Apr 15, 2022","31,400.0","32,300.0","32,350.0","31,300.0","15.11M","-2.79%"
"Apr 14, 2022","32,300.0","32,700.0","32,900.0","32,300.0","7.91M","-0.92%"
"Apr 13, 2022","32,600.0","32,250.0","32,800.0","32,200.0","13.56M","1.09%"
"Apr 12, 2022","32,250.0","33,200.0","33,250.0","32,200.0","15.34M","-2.86%"
"Apr 08, 2022","33,200.0","33,750.0","34,000.0","33,100.0","11.43M","-1.48%"
"Apr 07, 2022","33,700.0","33,550.0","34,400.0","33,500.0","24.11M","1.05%"
"Apr 06, 2022","33,350.0","32,650.0","33,500.0","32,500.0","16.79M","2.14%"
"Apr 05, 2022","32,650.0","32,950.0","33,200.0","32,650.0","9.97M","-1.06%"
"Apr 04, 2022","33,000.0","33,750.0","33,750.0","33,000.0","12.19M","-0.90%"
"Apr 01, 2022","33,300.0","33,000.0","33,500.0","32,800.0","16.26M","1.06%"
"Mar 31, 2022","32,950.0","32,650.0","33,100.0","32,650.0","12.82M","0.92%"
"Mar 30, 2022","32,650.0","31,900.0","33,400.0","31,800.0","30.14M","2.03%"
"Mar 29, 2022","32,000.0","31,650.0","32,000.0","31,500.0","7.46M","1.59%"
"Mar 28, 2022","31,500.0","31,800.0","31,950.0","31,100.0","12.95M","-0.94%"
"Mar 25, 2022","31,800.0","32,050.0","32,200.0","31,800.0","8.09M","-0.78%"
"Mar 24, 2022","32,050.0","32,050.0","32,350.0","32,000.0","8.11M","-0.31%"
"Mar 23, 2022","32,150.0","32,500.0","32,700.0","32,150.0","9.10M","-0.92%"
"Mar 22, 2022","32,450.0","32,200.0","32,700.0","32,200.0","11.01M","0.78%"
"Mar 21, 2022","32,200.0","32,300.0","32,300.0","31,800.0","11.69M","0.31%"
"Mar 18, 2022","32,100.0","32,500.0","32,550.0","32,000.0","9.95M","-0.47%"
"Mar 17, 2022","32,250.0","32,450.0","32,750.0","32,200.0","10.24M","0.47%"
"Mar 16, 2022","32,100.0","32,150.0","32,400.0","31,900.0","11.23M","1.58%"
"Mar 15, 2022","31,600.0","31,900.0","31,900.0","31,350.0","8.70M","-0.16%"
"Mar 14, 2022","31,650.0","31,500.0","32,000.0","31,200.0","15.98M","0.64%"
"Mar 11, 2022","31,450.0","31,050.0","31,700.0","31,050.0","11.26M","1.29%"
"Mar 10, 2022","31,050.0","31,300.0","31,750.0","31,000.0","11.87M","0.98%"
"Mar 09, 2022","30,750.0","31,000.0","31,300.0","30,250.0","24.11M","-0.81%"
"Mar 08, 2022","31,000.0","31,800.0","32,000.0","31,000.0","25.63M","-3.73%"
"Mar 07, 2022","32,200.0","32,200.0","32,650.0","32,000.0","18.90M","-2.13%"
"Mar 04, 2022","32,900.0","33,000.0","33,300.0","32,600.0","11.20M","-0.60%"
"Mar 03, 2022","33,100.0","32,900.0","33,300.0","31,600.0","29.99M","1.85%"
"Mar 02, 2022","32,500.0","33,800.0","33,800.0","32,400.0","51.62M","-4.41%"
"Mar 01, 2022","34,000.0","34,600.0","34,900.0","33,850.0","16.32M","-1.16%"
"Feb 28, 2022","34,400.0","34,050.0","34,800.0","34,000.0","12.77M","0.88%"
"Feb 25, 2022","34,100.0","34,450.0","34,900.0","34,100.0","16.81M","0.29%"
"Feb 24, 2022","34,000.0","34,000.0","34,800.0","33,200.0","29.81M","-1.02%"
"Feb 23, 2022","34,350.0","34,600.0","34,900.0","34,150.0","17.32M","-0.15%"
"Feb 22, 2022","34,400.0","32,500.0","34,400.0","32,100.0","37.46M","5.36%"
"Feb 21, 2022","32,650.0","32,600.0","32,900.0","31,850.0","18.82M","0.00%"
"Feb 18, 2022","32,650.0","32,900.0","33,050.0","32,550.0","12.48M","-1.66%"
"Feb 17, 2022","33,200.0","32,650.0","33,200.0","32,600.0","9.33M","1.68%"
