"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 28, 2021","76,800","75,716","76,877","75,484","618.22K","1.22%"
"Sep 27, 2021","75,871","77,032","77,187","75,871","593.98K","-1.51%"
"Sep 24, 2021","77,032","77,032","77,264","76,877","580.20K","0.00%"
"Sep 23, 2021","77,032","77,109","77,729","76,258","862.58K","0.00%"
"Sep 22, 2021","77,032","76,180","77,032","75,871","462.93K","1.53%"
"Sep 21, 2021","75,871","77,032","77,264","75,871","1.10M","-1.61%"
"Sep 20, 2021","77,109","75,329","78,193","75,329","1.63M","2.47%"
"Sep 17, 2021","75,251","75,484","76,180","75,251","1.28M","-0.92%"
"Sep 16, 2021","75,948","76,567","76,567","75,484","727.83K","1.03%"
"Sep 15, 2021","75,174","76,103","76,103","75,174","1.02M","-1.22%"
"Sep 14, 2021","76,103","75,948","76,258","75,096","1.57M","0.20%"
"Sep 13, 2021","75,948","76,490","76,645","75,948","1.33M","-1.11%"
"Sep 10, 2021","76,800","77,264","77,264","76,335","1.09M","-0.10%"
"Sep 09, 2021","76,877","77,187","77,496","76,335","1.04M","-0.40%"
"Sep 08, 2021","77,187","77,419","77,496","74,942","1.10M","-0.30%"
"Sep 07, 2021","77,419","77,342","78,038","77,264","1.33M","0.00%"
"Sep 06, 2021","77,419","76,955","77,496","76,955","1.15M","0.60%"
"Sep 01, 2021","76,955","76,955","77,342","74,322","1.16M","0.00%"
"Aug 31, 2021","76,955","77,032","77,342","76,103","953.81K","0.10%"
"Aug 30, 2021","76,877","76,180","76,955","75,716","1.56M","1.53%"
"Aug 27, 2021","75,716","74,322","76,258","74,322","1.41M","1.03%"
"Aug 26, 2021","74,942","75,716","76,645","74,942","1.37M","-0.72%"
"Aug 25, 2021","75,484","75,096","76,645","74,942","1.36M","0.52%"
"Aug 24, 2021","75,096","76,800","76,800","74,709","1.36M","-0.31%"
"Aug 23, 2021","75,329","76,645","77,419","74,787","2.73M","-2.80%"
"Aug 20, 2021","77,496","78,348","78,890","76,955","2.29M","-2.63%"
"Aug 19, 2021","79,587","77,961","79,742","77,264","3.29M","1.78%"
"Aug 18, 2021","78,193","78,193","79,355","77,187","2.36M","0.00%"
"Aug 17, 2021","78,193","79,355","79,742","78,193","2.15M","0.40%"
"Aug 16, 2021","77,884","77,109","77,884","76,645","2.54M","1.01%"
"Aug 13, 2021","77,109","77,342","77,342","76,103","1.70M","-0.30%"
"Aug 12, 2021","77,342","77,806","78,038","77,032","1.26M","-0.60%"
"Aug 11, 2021","77,806","76,877","78,735","76,722","2.18M","1.51%"
"Aug 10, 2021","76,645","76,645","76,800","76,258","1.99M","0.71%"
"Aug 09, 2021","76,103","75,948","76,567","75,638","1.57M","0.20%"
"Aug 06, 2021","75,948","77,264","77,264","75,948","1.42M","-1.31%"
"Aug 05, 2021","76,955","75,871","77,032","75,793","1.44M","0.91%"
"Aug 04, 2021","76,258","76,800","76,877","75,948","1.48M","-0.30%"
"Aug 03, 2021","76,490","75,174","76,490","75,096","1.62M","1.86%"
"Aug 02, 2021","75,096","75,096","76,413","74,632","1.64M","-1.02%"
"Jul 30, 2021","75,871","75,329","76,490","75,251","1.73M","0.10%"
"Jul 29, 2021","75,793","75,406","75,793","75,096","1.52M","0.93%"
"Jul 28, 2021","75,096","73,626","75,096","73,626","1.90M","2.10%"
"Jul 27, 2021","73,548","75,484","75,561","73,548","3.39M","-1.04%"
"Jul 26, 2021","74,322","74,709","75,484","74,090","1.61M","-1.03%"
"Jul 23, 2021","75,096","76,877","77,264","75,096","2.17M","-3.29%"
"Jul 22, 2021","77,651","76,567","77,961","75,871","1.86M","1.31%"
"Jul 21, 2021","76,645","77,032","77,806","76,103","1.87M","-1.20%"
"Jul 20, 2021","77,574","75,716","78,193","72,387","3.04M","3.30%"
"Jul 19, 2021","75,096","77,419","77,574","74,245","3.24M","-5.37%"
"Jul 16, 2021","79,355","79,355","80,051","78,193","1.87M","0.00%"
"Jul 15, 2021","79,355","77,574","80,903","77,574","2.96M","0.69%"
"Jul 14, 2021","78,813","80,051","80,129","77,419","2.87M","-1.55%"
"Jul 13, 2021","80,051","82,761","82,761","79,045","2.38M","-3.46%"
"Jul 12, 2021","82,916","84,774","84,774","79,819","3.17M","-2.46%"
"Jul 09, 2021","85,006","85,161","86,013","82,684","3.75M","-1.08%"
