"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 23, 2021","107,582","108,513","109,910","107,116","1.84M","-2.12%"
"Jul 22, 2021","109,910","108,114","112,039","107,648","1.47M","1.10%"
"Jul 21, 2021","108,713","110,443","110,842","107,848","780.30K","-0.73%"
"Jul 20, 2021","109,511","105,120","109,511","104,122","1.58M","5.18%"
"Jul 19, 2021","104,122","107,316","108,447","104,122","2.80M","-6.90%"
"Jul 16, 2021","111,840","111,840","112,106","110,443","1.02M","0.60%"
"Jul 15, 2021","111,174","109,711","113,769","108,447","1.66M","0.36%"
"Jul 14, 2021","110,775","115,100","115,699","109,378","2.08M","-4.86%"
"Jul 13, 2021","116,430","118,626","118,626","114,434","977.10K","-0.91%"
"Jul 12, 2021","117,495","117,096","119,025","109,777","2.86M","0.06%"
"Jul 09, 2021","117,428","114,501","119,690","114,301","1.52M","2.32%"
"Jul 08, 2021","114,767","114,434","116,563","111,441","2.38M","4.04%"
"Jul 07, 2021","110,309","106,451","110,309","103,124","2.19M","6.97%"
"Jul 06, 2021","103,124","112,106","113,570","103,124","1.43M","-6.91%"
"Jul 05, 2021","110,775","107,116","111,108","107,116","2.03M","6.19%"
"Jul 02, 2021","104,322","100,463","104,455","100,463","1.45M","3.77%"
"Jul 01, 2021","100,529","101,128","101,461","100,130","1.09M","-0.59%"
"Jun 30, 2021","101,128","97,802","102,392","97,802","1.83M","3.40%"
"Jun 29, 2021","97,802","96,804","98,134","96,471","835.05K","1.03%"
"Jun 28, 2021","96,804","96,138","97,136","95,606","1.00M","1.25%"
"Jun 25, 2021","95,606","95,806","96,471","95,473","1.08M","-0.21%"
"Jun 24, 2021","95,806","95,739","97,136","95,673","591.60K","0.00%"
"Jun 23, 2021","95,806","96,604","96,804","95,806","665.55K","-1.37%"
"Jun 22, 2021","97,136","97,136","97,269","92,812","1.11M","0.14%"
"Jun 21, 2021","97,003","93,544","97,070","93,544","1.77M","3.40%"
"Jun 18, 2021","93,810","93,477","94,142","93,144","577.35K","1.44%"
"Jun 17, 2021","92,479","90,816","95,739","90,483","1.93M","1.46%"
"Jun 16, 2021","91,148","91,681","91,681","90,816","749.40K","-0.65%"
"Jun 15, 2021","91,747","91,880","92,479","91,481","656.25K","-0.14%"
"Jun 14, 2021","91,880","91,814","92,346","91,015","1.11M","0.80%"
"Jun 11, 2021","91,148","89,951","91,148","89,884","1.25M","1.26%"
"Jun 10, 2021","90,017","89,818","91,148","89,818","1.02M","-0.81%"
"Jun 09, 2021","90,749","90,483","91,481","89,818","1.11M","0.29%"
"Jun 08, 2021","90,483","90,483","91,814","90,283","1.07M","-0.07%"
"Jun 07, 2021","90,550","91,481","91,548","90,017","1.03M","-1.02%"
"Jun 04, 2021","91,481","92,479","92,479","91,148","926.10K","-1.08%"
"Jun 03, 2021","92,479","93,011","93,011","91,148","890.55K","0.14%"
